REI ID,REI Name,Year,State Rank,State,Male Burden,Female Burden,State Burden,M/F Ratio
99,Smoking,2014,12,Haryana,164761.91349762573,11700.848587720342,176462.76208534607,14.08
99,Smoking,2014,13,Kerala,170256.3439378231,4827.750471142395,175084.0944089655,35.27
99,Smoking,2014,14,Punjab,120432.89654012493,3482.617106011652,123915.51364613658,34.58
99,Smoking,2014,15,Assam,99070.55966956538,10121.272323806708,109191.83199337209,9.79
99,Smoking,2014,16,Uttarakhand,97279.4188573541,9324.0919791185,106603.5108364726,10.43
99,Smoking,2014,17,Chhattisgarh,87655.36677190573,6658.836099840425,94314.20287174615,13.16
99,Smoking,2014,18,Odisha,82475.69752901235,4537.326869082913,87013.02439809527,18.18
99,Smoking,2014,19,Jammu & Kashmir and Ladakh,54654.03486340218,7965.6983926722905,62619.73325607447,6.86
99,Smoking,2014,20,Delhi,55875.612962543986,4126.385995933017,60001.998958477,13.54
99,Smoking,2014,21,Jharkhand,40684.50151666783,5031.294591996241,45715.79610866407,8.09
99,Smoking,2014,22,Himachal Pradesh,28303.731229186764,1658.305124481006,29962.03635366777,17.07
99,Smoking,2014,23,Tripura,16649.076008846445,2250.9121914459056,18899.98820029235,7.4
99,Smoking,2014,24,Manipur,9805.648545802065,2153.4830705685717,11959.131616370636,4.55
99,Smoking,2014,25,Other Union Territories,11103.192475394138,315.9238991882377,11419.116374582376,35.15
99,Smoking,2014,26,Meghalaya,5754.475089717902,519.6680119341909,6274.143101652093,11.07
99,Smoking,2014,27,Goa,5146.796691026933,352.38616268645,5499.182853713383,14.61
99,Smoking,2014,28,Nagaland,3374.373720957563,165.24730599641188,3539.6210269539747,20.42
99,Smoking,2014,29,Arunachal Pradesh,2617.5528943436916,366.11598143468797,2983.6688757783795,7.15
99,Smoking,2014,30,Sikkim,1316.9220415483317,241.69113646735107,1558.6131780156827,5.45
99,Smoking,2014,31,Mizoram,1119.1841767217545,232.46569462946582,1351.6498713512203,4.81
99,Smoking,2015,1,Uttar Pradesh,584906.1153645131,95797.07195225853,680703.1873167716,6.11
99,Smoking,2015,2,West Bengal,482712.0937288311,29713.28644757786,512425.380176409,16.25
99,Smoking,2015,3,Tamil Nadu,405002.1010454049,7285.6398689340995,412287.740914339,55.59
99,Smoking,2015,4,Andhra Pradesh,321266.0962160808,45043.45230767133,366309.54852375214,7.13
99,Smoking,2015,5,Karnataka,330793.2050068053,25578.677709333017,356371.8827161383,12.93
99,Smoking,2015,6,Telangana,285024.049752505,25470.81680222251,310494.8665547275,11.19
99,Smoking,2015,7,Madhya Pradesh,254262.98915790752,10133.733355408724,264396.72251331626,25.09
99,Smoking,2015,8,Rajasthan,239656.3053774894,21080.855415593946,260737.16079308334,11.37
99,Smoking,2015,9,Maharashtra,239130.23931271792,11576.314859133154,250706.55417185108,20.66
99,Smoking,2015,10,Gujarat,241493.00115214358,8216.140147973785,249709.14130011736,29.39
99,Smoking,2015,11,Bihar,143338.99967208982,59079.08015822275,202418.07983031258,2.43
99,Smoking,2015,12,Haryana,161989.7249767179,11271.021923144657,173260.74689986257,14.37
99,Smoking,2015,13,Kerala,165643.7823812869,4703.723889289564,170347.50627057647,35.22
99,Smoking,2015,14,Punjab,119534.28577548175,3503.6415786011635,123037.92735408292,34.12
99,Smoking,2015,15,Uttarakhand,99014.72532679868,9524.514219557701,108539.23954635639,10.4
99,Smoking,2015,16,Assam,98149.74226707648,10118.09700260827,108267.83926968474,9.7
99,Smoking,2015,17,Chhattisgarh,87163.84004755001,6532.040867814744,93695.88091536476,13.34
99,Smoking,2015,18,Odisha,80427.76916224661,4507.935285765421,84935.70444801202,17.84
99,Smoking,2015,19,Jammu & Kashmir and Ladakh,58493.845568874225,7986.273203792879,66480.1187726671,7.32
99,Smoking,2015,20,Delhi,52434.61786491403,3748.6292231451935,56183.24708805922,13.99
99,Smoking,2015,21,Jharkhand,37227.80988376033,5209.835064474261,42437.64494823459,7.15
99,Smoking,2015,22,Himachal Pradesh,27040.585703279183,1489.6753243632782,28530.26102764246,18.15
99,Smoking,2015,23,Tripura,17290.227548324314,2315.5619182104206,19605.789466534734,7.47
99,Smoking,2015,24,Manipur,10140.390120864135,2201.9170035238844,12342.307124388019,4.61
99,Smoking,2015,25,Other Union Territories,11260.780508859589,318.0218243874205,11578.80233324701,35.41
99,Smoking,2015,26,Meghalaya,5801.1766366896845,521.0009182511295,6322.177554940814,11.13
99,Smoking,2015,27,Goa,5027.595668494259,343.03422857686706,5370.629897071127,14.66
99,Smoking,2015,28,Nagaland,3283.7449996638406,157.14197066878148,3440.8869703326222,20.9
99,Smoking,2015,29,Arunachal Pradesh,2683.8973389569096,369.4051020607125,3053.302441017622,7.27
99,Smoking,2015,30,Sikkim,1259.3726092434292,222.20204528735175,1481.574654530781,5.67
99,Smoking,2015,31,Mizoram,1176.4164709728393,242.8447410399031,1419.2612120127424,4.84
99,Smoking,2016,1,Uttar Pradesh,603928.4935560317,100406.40458860663,704334.8981446384,6.01
99,Smoking,2016,2,West Bengal,496107.41322404705,29300.94984665951,525408.3630707066,16.93
99,Smoking,2016,3,Tamil Nadu,403243.48184002785,6907.238089297945,410150.7199293258,58.38
99,Smoking,2016,4,Andhra Pradesh,330999.03771457257,44930.439134208755,375929.47684878134,7.37
99,Smoking,2016,5,Karnataka,342707.69559332775,25517.88440709912,368225.58000042685,13.43
99,Smoking,2016,6,Telangana,305408.52277277043,26384.06992759124,331792.5927003617,11.58
99,Smoking,2016,7,Rajasthan,254808.50670864384,21765.655205575462,276574.1619142193,11.71
99,Smoking,2016,8,Madhya Pradesh,259871.46932744802,10050.014944486413,269921.48427193443,25.86
99,Smoking,2016,9,Gujarat,244689.9610231833,8049.093579006249,252739.05460218954,30.4
99,Smoking,2016,10,Maharashtra,219954.59097364498,10899.779566363513,230854.3705400085,20.18
99,Smoking,2016,11,Bihar,148753.31645754384,61372.88697883894,210126.20343638278,2.42
99,Smoking,2016,12,Haryana,171580.14447300302,11439.587057115348,183019.73153011836,15.0
99,Smoking,2016,13,Kerala,166789.95719429848,4776.302468592421,171566.2596628909,34.92
99,Smoking,2016,14,Punjab,127139.67399845447,3764.7410927720853,130904.41509122656,33.77
99,Smoking,2016,15,Uttarakhand,105155.57974642726,9994.126167947199,115149.70591437446,10.52
99,Smoking,2016,16,Assam,101760.2096606547,10343.023026318599,112103.2326869733,9.84
99,Smoking,2016,17,Chhattisgarh,93778.1702498869,6856.768891663487,100634.93914155039,13.68
99,Smoking,2016,18,Odisha,86903.54407626865,4832.924309663183,91736.46838593183,17.98
99,Smoking,2016,19,Jammu & Kashmir and Ladakh,64877.98704392866,8312.581620075734,73190.5686640044,7.8
99,Smoking,2016,20,Delhi,51130.55255997622,3650.7048469517435,54781.257406927965,14.01
99,Smoking,2016,21,Jharkhand,42867.65881341237,5538.276040117742,48405.93485353011,7.74
99,Smoking,2016,22,Himachal Pradesh,27871.612564957966,1422.4321040905888,29294.044669048555,19.59
99,Smoking,2016,23,Tripura,20637.376569918728,2842.4694580470086,23479.846027965737,7.26
99,Smoking,2016,24,Manipur,11012.040485619276,2291.5789534532546,13303.61943907253,4.81
99,Smoking,2016,25,Other Union Territories,11945.051460333832,324.8438093005927,12269.895269634426,36.77
99,Smoking,2016,26,Meghalaya,6406.060307263955,579.2455641216615,6985.305871385616,11.06
99,Smoking,2016,27,Goa,4947.920501523325,325.659552644363,5273.580054167687,15.19
99,Smoking,2016,28,Nagaland,3320.34185730967,153.08804927580258,3473.4299065854725,21.69
99,Smoking,2016,29,Arunachal Pradesh,2835.0385709627367,377.33515863039145,3212.3737295931282,7.51
99,Smoking,2016,30,Mizoram,1394.114735066106,283.94908335879916,1678.063818424905,4.91
99,Smoking,2016,31,Sikkim,1240.2091753759385,208.18861961438782,1448.3977949903262,5.96
99,Smoking,2017,1,Uttar Pradesh,560453.1660503228,94663.49612325327,655116.6621735761,5.92
99,Smoking,2017,2,West Bengal,487804.58824302664,27559.131683469855,515363.7199264965,17.7
99,Smoking,2017,3,Tamil Nadu,383391.042910931,6276.873983313146,389667.91689424415,61.08
99,Smoking,2017,4,Andhra Pradesh,327417.08541742904,43740.2394556703,371157.32487309934,7.49
99,Smoking,2017,5,Karnataka,341037.91305553104,23774.206559463277,364812.1196149943,14.34
99,Smoking,2017,6,Telangana,314317.4915058656,26212.489552416995,340529.9810582826,11.99
99,Smoking,2017,7,Rajasthan,256609.6610759319,21383.421687731952,277993.08276366384,12.0
99,Smoking,2017,8,Madhya Pradesh,249953.29006138153,9548.07757892419,259501.36764030572,26.18
99,Smoking,2017,9,Gujarat,241173.06653439032,7771.314370359546,248944.38090474988,31.03
99,Smoking,2017,10,Maharashtra,207303.8835031386,9592.118663615573,216896.0021667542,21.61
99,Smoking,2017,11,Bihar,140827.94492393397,57825.63134645893,198653.57627039292,2.44
99,Smoking,2017,12,Haryana,167276.66823500904,10817.513966788178,178094.18220179723,15.46
99,Smoking,2017,13,Kerala,163029.4678479206,4729.960232119185,167759.4280800398,34.47
99,Smoking,2017,14,Punjab,126376.2381899317,3722.502077406637,130098.74026733833,33.95
99,Smoking,2017,15,Uttarakhand,103948.6639864028,9826.242004782911,113774.9059911857,10.58
99,Smoking,2017,16,Assam,102317.57580315263,10196.109018312805,112513.68482146545,10.03
99,Smoking,2017,17,Chhattisgarh,93746.80584310721,6866.229702999302,100613.03554610652,13.65
99,Smoking,2017,18,Odisha,88016.25093721962,4937.274991478723,92953.52592869835,17.83
99,Smoking,2017,19,Jammu & Kashmir and Ladakh,66767.79164623957,8206.027929137808,74973.81957537738,8.14
99,Smoking,2017,20,Delhi,45427.69352255428,3264.616431064892,48692.309953619166,13.92
99,Smoking,2017,21,Jharkhand,43200.588226542146,5399.273545762406,48599.86177230455,8.0
99,Smoking,2017,22,Himachal Pradesh,29002.394705048493,1388.1260021889047,30390.520707237396,20.89
99,Smoking,2017,23,Tripura,21193.176455241886,2880.691345724977,24073.867800966862,7.36
99,Smoking,2017,24,Manipur,11386.10023244033,2288.5796880461726,13674.679920486504,4.98
99,Smoking,2017,25,Other Union Territories,12114.104212431746,315.5718209469007,12429.676033378648,38.39
99,Smoking,2017,26,Meghalaya,6709.333935779511,608.5124038845181,7317.846339664029,11.03
99,Smoking,2017,27,Goa,4717.330157555742,304.3790864411894,5021.709243996931,15.5
99,Smoking,2017,28,Nagaland,3275.5165314357837,146.32886022328802,3421.8453916590715,22.38
99,Smoking,2017,29,Arunachal Pradesh,2876.577022668642,371.23317226512773,3247.8101949337697,7.75
99,Smoking,2017,30,Mizoram,1453.290202482547,290.54045199189414,1743.8306544744412,5.0
99,Smoking,2017,31,Sikkim,1149.0966470032345,187.4519392887908,1336.5485862920252,6.13
99,Smoking,2018,1,Uttar Pradesh,528878.3838957662,91704.56048303469,620582.9443788009,5.77
99,Smoking,2018,2,West Bengal,476942.1572756696,25879.09946930123,502821.25674497086,18.43
99,Smoking,2018,3,Tamil Nadu,351837.35791173193,5557.629281768771,357394.9871935007,63.31
99,Smoking,2018,4,Andhra Pradesh,305341.53190616553,41739.29401558691,347080.82592175243,7.32
99,Smoking,2018,5,Karnataka,324700.5130668317,21813.020723581216,346513.5337904129,14.89
99,Smoking,2018,6,Telangana,314403.83406214765,25189.428594755027,339593.26265690266,12.48
99,Smoking,2018,7,Rajasthan,250786.8579306427,21061.406427626578,271848.2643582693,11.91
99,Smoking,2018,8,Madhya Pradesh,239061.5947759034,9220.072535214476,248281.66731111787,25.93
99,Smoking,2018,9,Maharashtra,229017.1937528713,9233.332013493604,238250.5257663649,24.8
99,Smoking,2018,10,Gujarat,229179.63088835878,7422.451211370701,236602.08209972948,30.88
99,Smoking,2018,11,Bihar,135918.0754968191,57341.66002016892,193259.73551698803,2.37
99,Smoking,2018,12,Haryana,164278.26880632277,10642.0864699825,174920.35527630526,15.44
99,Smoking,2018,13,Kerala,148801.93949121988,4406.395484068552,153208.33497528842,33.77
99,Smoking,2018,14,Punjab,121215.824256862,3712.090021502514,124927.91427836452,32.65
99,Smoking,2018,15,Assam,100324.31979697163,9821.843805527204,110146.16360249883,10.21
99,Smoking,2018,16,Uttarakhand,100242.33664481639,9489.673034983978,109732.00967980037,10.56
99,Smoking,2018,17,Chhattisgarh,88724.2896205112,6831.044933136191,95555.3345536474,12.99
99,Smoking,2018,18,Odisha,85316.82224618665,4931.345817345034,90248.16806353169,17.3
99,Smoking,2018,19,Jammu & Kashmir and Ladakh,66607.6919701152,8280.223647455789,74887.91561757098,8.04
99,Smoking,2018,20,Jharkhand,42417.92756626878,5289.648885933714,47707.57645220249,8.02
99,Smoking,2018,21,Delhi,42068.9984603033,3085.0917540988967,45154.0902144022,13.64
99,Smoking,2018,22,Himachal Pradesh,29771.68160858109,1387.5071755881024,31159.188784169193,21.46
99,Smoking,2018,23,Tripura,20407.544028082695,2732.9891409529073,23140.533169035603,7.47
99,Smoking,2018,24,Manipur,11519.100636497,2305.9095380244926,13825.010174521492,5.0
99,Smoking,2018,25,Other Union Territories,11981.237342752682,307.22389253726493,12288.461235289948,39.0
99,Smoking,2018,26,Meghalaya,6855.484207368534,630.0038895586839,7485.488096927218,10.88
99,Smoking,2018,27,Goa,4417.306942333263,289.36536480907034,4706.672307142333,15.27
99,Smoking,2018,28,Nagaland,3178.2136544505065,140.6214378302,3318.8350922807067,22.6
99,Smoking,2018,29,Arunachal Pradesh,2838.543528650474,360.09542855966674,3198.6389572101407,7.88
99,Smoking,2018,30,Mizoram,1450.1848287482153,286.8851403628382,1737.0699691110535,5.05
99,Smoking,2018,31,Sikkim,1031.809934417192,168.81118574026203,1200.621120157454,6.11
99,Smoking,2019,1,Uttar Pradesh,470725.4006041568,84367.28229462139,555092.6828987781,5.58
99,Smoking,2019,2,West Bengal,449349.80313127587,23825.746184711566,473175.54931598745,18.86
99,Smoking,2019,3,Telangana,307667.8529516494,23178.067762621773,330845.9207142712,13.27
99,Smoking,2019,4,Karnataka,302575.9389340483,19289.589868257597,321865.52880230587,15.69
99,Smoking,2019,5,Andhra Pradesh,279913.67182584555,38644.4995599716,318558.1713858172,7.24
99,Smoking,2019,6,Tamil Nadu,308653.52909305034,4782.099031721029,313435.62812477135,64.54
99,Smoking,2019,7,Rajasthan,237312.9133808782,19849.607613817665,257162.52099469586,11.96
99,Smoking,2019,8,Madhya Pradesh,226485.4192522207,8679.302133317646,235164.72138553835,26.09
99,Smoking,2019,9,Gujarat,218058.7098875086,7233.659943931058,225292.36983143966,30.15
99,Smoking,2019,10,Bihar,126980.89573620718,53097.60629416564,180078.50203037282,2.39
99,Smoking,2019,11,Maharashtra,166895.33309305977,7157.300135618171,174052.63322867794,23.32
99,Smoking,2019,12,Haryana,148768.88860537982,9776.391204151365,158545.27980953117,15.22
99,Smoking,2019,13,Kerala,131079.2107907391,3896.094681605476,134975.30547234457,33.64
99,Smoking,2019,14,Punjab,110529.2083015291,3543.221341561398,114072.4296430905,31.19
99,Smoking,2019,15,Assam,96285.7413654526,9003.074941520488,105288.8163069731,10.69
99,Smoking,2019,16,Uttarakhand,89944.39814876977,8462.031423393133,98406.4295721629,10.63
99,Smoking,2019,17,Chhattisgarh,83948.1859250639,6558.265689815083,90506.45161487898,12.8
99,Smoking,2019,18,Odisha,80895.41870071435,4780.718980058836,85676.13768077319,16.92
99,Smoking,2019,19,Jammu & Kashmir and Ladakh,63007.26471670648,8000.721505551606,71007.98622225809,7.88
99,Smoking,2019,20,Jharkhand,39923.013496670595,4943.64224279182,44866.65573946242,8.08
99,Smoking,2019,21,Delhi,36350.345355504796,2701.9393167088465,39052.284672213646,13.45
99,Smoking,2019,22,Himachal Pradesh,29151.320841648307,1340.7642595218165,30492.085101170123,21.74
99,Smoking,2019,23,Tripura,19747.39263086953,2654.8415482938117,22402.23417916334,7.44
99,Smoking,2019,24,Manipur,11162.60933353617,2234.5010945696554,13397.110428105825,5.0
99,Smoking,2019,25,Other Union Territories,11518.642160740581,291.5318495295558,11810.174010270137,39.51
99,Smoking,2019,26,Meghalaya,6715.065447884737,620.3807914412411,7335.446239325978,10.82
99,Smoking,2019,27,Goa,4007.438896672473,266.7825638549982,4274.221460527471,15.02
99,Smoking,2019,28,Nagaland,2966.1757825400587,130.36746503757644,3096.543247577635,22.75
99,Smoking,2019,29,Arunachal Pradesh,2733.0704670322993,340.85346305902544,3073.923930091325,8.02
99,Smoking,2019,30,Mizoram,1397.4890409891734,273.52291162370875,1671.0119526128822,5.11
99,Smoking,2019,31,Sikkim,890.8320824926931,148.23038952022875,1039.0624720129217,6.01
99,Smoking,2020,1,Uttar Pradesh,418065.8010853069,73548.26518156845,491614.06626687536,5.68
99,Smoking,2020,2,West Bengal,453927.49280450476,24194.211487676566,478121.7042921813,18.76
99,Smoking,2020,3,Karnataka,320694.093324796,18624.11176692978,339318.2050917258,17.22
99,Smoking,2020,4,Telangana,305535.2446321086,21152.489891396282,326687.73452350486,14.44
99,Smoking,2020,5,Andhra Pradesh,279003.68853377114,37950.925757823636,316954.6142915948,7.35
99,Smoking,2020,6,Tamil Nadu,303185.15828531195,4652.090212682193,307837.24849799415,65.17
99,Smoking,2020,7,Rajasthan,224740.73058686266,18504.541378489732,243245.27196535238,12.15
99,Smoking,2020,8,Gujarat,227660.0742068002,7638.184259297405,235298.2584660976,29.81
99,Smoking,2020,9,Madhya Pradesh,218983.17287151015,8283.31600320317,227266.4888747133,26.44
99,Smoking,2020,10,Bihar,116670.84569496183,47487.79038846521,164158.63608342703,2.46
99,Smoking,2020,11,Haryana,146217.07692332004,9656.645374598349,155873.7222979184,15.14
99,Smoking,2020,12,Maharashtra,138476.52244312724,5982.765157161337,144459.28760028858,23.15
99,Smoking,2020,13,Kerala,111562.28465824755,3273.2104339507096,114835.49509219825,34.08
99,Smoking,2020,14,Punjab,108989.16639275548,3543.0552105481115,112532.2216033036,30.76
99,Smoking,2020,15,Assam,94058.59935114621,8022.093811428506,102080.69316257472,11.72
99,Smoking,2020,16,Uttarakhand,86951.08148289633,7777.674542381156,94728.75602527749,11.18
99,Smoking,2020,17,Chhattisgarh,79449.83082312024,5991.449513314332,85441.28033643457,13.26
99,Smoking,2020,18,Odisha,77851.46628410403,4609.327998409654,82460.79428251369,16.89
99,Smoking,2020,19,Jammu & Kashmir and Ladakh,57333.31795838818,7937.609423624306,65270.92738201249,7.22
99,Smoking,2020,20,Delhi,43913.953324500835,3265.1373190015156,47179.09064350235,13.45
99,Smoking,2020,21,Jharkhand,37604.63329274492,4447.806375482372,42052.43966822729,8.45
99,Smoking,2020,22,Himachal Pradesh,27802.031813957707,1330.0414986133756,29132.073312571083,20.9
99,Smoking,2020,23,Tripura,19596.76799003581,2628.833024569262,22225.601014605072,7.45
99,Smoking,2020,24,Manipur,10990.864381707122,2195.8262764372384,13186.690658144362,5.01
99,Smoking,2020,25,Other Union Territories,12077.372776483197,313.729401783987,12391.102178267183,38.5
99,Smoking,2020,26,Meghalaya,6752.7856676018255,622.8586994378207,7375.644367039647,10.84
99,Smoking,2020,27,Goa,3896.973864847845,253.12549247953973,4150.0993573273845,15.4
99,Smoking,2020,28,Arunachal Pradesh,2729.6609583871896,334.34559977465744,3064.006558161847,8.16
